,IR,guitar_mapping,mic_mapping,excitation_type,excitation_length,has_ring,volume,if_params,weiner_params,acdw_params,Inverse_Filtering_Similarity_Melody,Inverse_Filtering_Correlation_Melody,Weiner_Similarity_Melody,Weiner_Correlation_Melody,ACDW_Similarity_Melody,ACDW_Correlation_Melody,Inverse_Filtering_Similarity_Chords,Inverse_Filtering_Correlation_Chords,Weiner_Similarity_Chords,Weiner_Correlation_Chords,ACDW_Similarity_Chords,ACDW_Correlation_Chords
107,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(52920)},"{'ir_length': np.int64(88200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.23042951760823e-06,,4.647069911983734e-06,,3.552923881347156e-06,,3.3083566671795947e-06,,2.015668304760523e-06,,3.119666002983287e-06,
108,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.306693721506362e-06,,4.593645017738029e-06,,9.174250830759743e-06,,1.9809234066269818e-06,,2.6760092422704214e-06,,2.2380745191783434e-06,
109,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(88200)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.026398372028977e-06,,4.016527673784749e-06,,4.059824107508356e-06,,2.277095227750103e-06,,2.129450239826668e-06,,2.87267338081342e-06,
110,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(33075)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.554105918250557e-06,,5.957375917276907e-06,,8.487011520318037e-06,,2.8460016530158093e-06,,2.4280262876751726e-06,,2.3273014940148987e-06,
111,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.420010735893908e-06,,4.097452284777808e-06,,4.1323291973932886e-06,,3.6904451201284445e-06,,2.2022431336819466e-06,,3.1268425796185046e-06,
112,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.877026646289152e-06,,2.7066513508014577e-06,,6.354250945283521e-06,,2.119646190579443e-06,,2.7396701138901055e-06,,3.206573769726968e-06,
113,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.127754950586976e-06,,2.8909970372075367e-06,,2.2979156221915215e-06,,3.1836948042599137e-06,,2.0179648231918428e-06,,3.943463837491207e-06,
114,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.9377779619292532e-06,,2.817375655244276e-06,,4.607279085921739e-06,,2.2490194127580925e-06,,2.27090015167657e-06,,3.4066133953174757e-06,
115,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.6158725910345854e-06,,2.7067777565084695e-06,,2.3947196176967706e-06,,2.6528490841056335e-06,,1.987090562396698e-06,,3.506879569577015e-06,
116,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.0084054322178395e-06,,2.6683827950193413e-06,,7.717735055330677e-06,,2.3715486948929463e-06,,2.829574256240706e-06,,2.8837463635043244e-06,
117,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.121888296175248e-06,,3.528120088003704e-06,,3.087968506502511e-06,,2.5254656984840227e-06,,2.049596420591343e-06,,2.5149793554130893e-06,
118,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,mic_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.101063415351175e-06,,2.567736567083881e-06,,6.939302639984116e-06,,2.078071818277433e-06,,2.7829383269206774e-06,,2.7640725278376795e-06,
119,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,AJ_JJasmine_JF37CD_to_Bird_Aspen_DH37,piezo_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.021843224065746e-06,,3.7588688858262123e-06,,3.407443777509362e-06,,2.8897714779364072e-06,,2.1737148507475446e-06,,3.3699078966752877e-06,
120,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.0433939570785395e-06,,2.7225908990507234e-06,,2.193113714976289e-06,,1.817242703119241e-06,,2.1253280984314933e-06,,4.491252245647666e-06,
121,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,3s_excitation,ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.320767774225711e-06,,2.1677414985018043e-06,,2.6283712494834524e-06,,2.6670294086654685e-06,,2.1548028038264964e-06,,4.85613271678798e-06,
122,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.6755425847108664e-06,,2.1589390272962053e-06,,1.9874462709187052e-06,,1.7966804778570122e-06,,2.0798049024541e-06,,4.387906406108308e-06,
123,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,3s_excitation,ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.5461258618889135e-06,,2.2347946634720684e-06,,2.764931216410648e-06,,2.289676375466619e-06,,2.278289469721576e-06,,4.683056358754965e-06,
124,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.156915596286689e-06,,2.782247418363701e-06,,2.180506224238129e-06,,1.4854453912933764e-06,,2.0771185403878457e-06,,3.927005558979634e-06,
125,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,3s_excitation,no_ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.71334487830232e-06,,5.902950793939606e-06,,4.088782241092274e-06,,2.3133002669088925e-06,,4.216825188619072e-06,,5.761031306359184e-06,
126,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.7523945666649345e-06,,2.203639134407726e-06,,1.969406211549886e-06,,1.4443777224206677e-06,,2.042600139175736e-06,,3.969967419730902e-06,
127,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,3s_excitation,no_ring,med,{'ir_length': np.int64(29400)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",7.225281845409061e-06,,5.289497359822384e-06,,3.604776076331094e-06,,5.001469395606723e-06,,3.921084643760506e-06,,5.655590716757096e-06,
128,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.3059135490843627e-06,,2.4292081787941004e-06,,2.151474057437658e-06,,1.7929275929400574e-06,,2.100633498683347e-06,,4.337770700245018e-06,
129,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,5s_excitation,ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.2573517966488886e-06,,2.101041328729137e-06,,2.6898653422528158e-06,,2.0866356277128784e-06,,2.3119041009160453e-06,,5.3039830375135744e-06,
130,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.80428893466729e-06,,2.2401312288606665e-06,,1.9929393006884805e-06,,1.7721773213776648e-06,,2.036763778370917e-06,,4.30373794093692e-06,
131,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,5s_excitation,ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.354832576725668e-06,,2.142694942051646e-06,,2.697538118858637e-06,,2.526488405182108e-06,,2.032778544687344e-06,,4.780192034924189e-06,
132,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.048635698413521e-06,,2.7340132978679054e-06,,2.0369325237546516e-06,,1.1747168092865869e-06,,2.3359767457928245e-06,,4.017289835376277e-06,
133,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,5s_excitation,no_ring,loud,{'ir_length': np.int64(66150)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.755912173954724e-06,,5.713601209647315e-06,,3.453018514234823e-06,,4.616166012728506e-06,,4.2282074127517195e-06,,5.9579745774184825e-06,
134,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(264600)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.1028899405932266e-06,,2.1698640500064912e-06,,1.953061199514907e-06,,1.3232946072583992e-06,,2.510141188451416e-06,,4.020481395851447e-06,
135,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,5s_excitation,no_ring,med,{'ir_length': np.int64(52920)},"{'ir_length': np.int64(264600), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",6.7045829682781675e-06,,5.158834605469561e-06,,3.601127520844635e-06,,4.268205988165258e-06,,3.936878876728913e-06,,5.600848475760099e-06,
136,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",4.971692635547317e-06,,2.1248519534671267e-06,,2.0028557103411463e-06,,1.535431156145371e-06,,1.9261977900695775e-06,,4.442216511758908e-06,
137,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,10s_excitation,ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.190990124449549e-06,,2.374262363672389e-06,,1.7598004071280872e-06,,1.913377108766355e-06,,2.627258881869042e-06,,3.2958732655972975e-06,
138,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.7944902136281923e-06,,2.0887845121021746e-06,,1.8934260379670303e-06,,1.5531918834396341e-06,,1.7316837551474518e-06,,4.078586416666107e-06,
139,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,10s_excitation,ring,med,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.6890374746352385e-06,,2.333018431154e-06,,1.7762173681785416e-06,,1.7928739284243725e-06,,2.5973033072507043e-06,,3.408721190798155e-06,
140,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",3.5398050749301662e-06,,2.3192411242410523e-06,,2.1167830789518258e-06,,1.5356521694478191e-06,,2.2891616048099148e-06,,3.7448881238994687e-06,
141,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,10s_excitation,no_ring,loud,{'ir_length': np.int64(132300)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.911079088658997e-06,,2.7266734243209686e-06,,2.3960273660493697e-06,,2.0983093578901086e-06,,2.8243961412627567e-06,,4.186952334939731e-06,
142,AJ_JJasmine_JF37CD_mic_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,mic_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(529200)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",2.575141513325784e-06,,1.939716999305585e-06,,1.9041883035185302e-06,,1.5110809385632586e-06,,2.0270295730119515e-06,,3.880671996358428e-06,
143,AJ_JJasmine_JF37CD_piezo_to_good_takamine_EG523SC_mic,AJ_JJasmine_JF37CD_to_good_takamine_EG523SC,piezo_to_mic,sweep,10s_excitation,no_ring,med,{'ir_length': np.int64(132300)},"{'ir_length': np.int64(529200), 'snr': None, 'window_cut': None}","{'ir_length': None, 'window_end': None}",5.463272675513261e-06,,2.6483512084297874e-06,,2.545862139941434e-06,,3.8880627650179914e-06,,2.655365964982766e-06,,4.2588845680432105e-06,
